country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Indonesia,Jawa Tengah,Klaten,10,70126,32670,23560,254,10,4,0,7,2,3,2,2,5,23,21,2,4,4,3,0,15,5,3,6,2,4,59,10
Indonesia,Jawa Tengah,Klaten,15,70126,28627,19746,254,10,4,0,7,2,3,2,2,5,23,20,2,4,4,2,0,15,5,3,6,2,4,56,10
Indonesia,Jawa Tengah,Klaten,20,70126,27180,19324,254,10,4,0,7,2,3,2,2,5,23,20,2,3,3,2,0,14,5,3,5,2,4,55,10
Indonesia,Jawa Tengah,Klaten,25,70126,24534,18270,254,10,3,0,7,2,3,2,2,5,23,20,2,3,3,2,0,14,5,3,5,2,4,53,9
Indonesia,Jawa Tengah,Klaten,30,70126,20936,16324,254,10,3,0,7,2,3,2,2,4,23,20,2,3,3,2,0,13,5,3,5,2,4,50,9
Indonesia,Jawa Tengah,Klaten,50,70126,15696,9912,254,10,2,0,5,2,3,2,2,4,21,20,2,2,3,2,0,11,4,2,5,1,4,39,7
Indonesia,Jawa Tengah,Klaten,75,70126,8331,4235,254,9,1,0,3,1,2,1,1,2,21,15,1,1,1,1,0,6,2,1,2,1,2,17,4
Indonesia,Jawa Tengah,Kota Magelang,0,1787,1787,1787,19,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,10,1787,789,479,19,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,15,1787,514,397,19,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,20,1787,484,388,19,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,25,1787,407,370,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,30,1787,373,324,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,50,1787,248,194,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Magelang,75,1787,101,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,0,4580,4580,4580,49,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,1,1,1,1,0
Indonesia,Jawa Tengah,Kota Pekalongan,10,4580,469,518,49,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,15,4580,338,382,49,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,20,4580,310,366,49,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,25,4580,258,302,49,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,30,4580,202,269,49,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,50,4580,119,122,49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
Indonesia,Jawa Tengah,Kota Pekalongan,75,4580,31,21,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Semarang,0,38614,38614,38614,651,48,27,10,47,15,42,15,26,43,18,55,25,9,25,41,26,44,38,70,20,22,18,136,77
Indonesia,Jawa Tengah,Kota Semarang,10,38614,15684,14074,651,45,24,9,45,15,39,14,26,42,18,54,23,5,20,31,18,38,27,43,20,18,14,89,63
Indonesia,Jawa Tengah,Kota Semarang,15,38614,14213,12565,651,44,24,9,44,15,39,14,26,42,18,54,23,5,20,31,18,37,27,42,20,17,14,85,63
Indonesia,Jawa Tengah,Kota Semarang,20,38614,13762,12370,651,43,23,8,44,15,39,14,26,42,18,53,23,5,19,30,18,37,27,41,20,16,14,83,62
Indonesia,Jawa Tengah,Kota Semarang,25,38614,12895,11912,651,43,23,8,43,15,38,14,26,42,18,53,23,5,19,30,17,36,27,41,20,16,13,80,61
Indonesia,Jawa Tengah,Kota Semarang,30,38614,11950,11097,651,43,23,8,42,15,38,14,26,42,18,53,23,5,19,29,17,36,26,41,20,16,13,75,61
Indonesia,Jawa Tengah,Kota Semarang,50,38614,9654,7839,651,39,20,6,38,14,35,13,24,40,18,51,22,5,18,25,16,31,23,34,19,15,12,61,57
Indonesia,Jawa Tengah,Kota Semarang,75,38614,6515,3435,651,26,15,3,22,9,23,11,20,34,15,47,19,4,13,19,14,24,19,26,18,13,10,53,50
Indonesia,Jawa Tengah,Kota Tegal,0,3912,3912,3912,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,10,3912,328,356,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,15,3912,235,230,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,20,3912,199,213,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,25,3912,162,161,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,30,3912,136,130,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,50,3912,76,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kota Tegal,75,3912,25,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Kudus,0,43552,43552,43552,269,5,1,1,4,6,5,3,8,6,1,9,6,1,15,8,4,11,2,7,8,6,16,6,12
Indonesia,Jawa Tengah,Kudus,10,43552,14468,12660,269,5,1,1,4,6,5,2,7,6,1,9,5,0,9,3,2,9,0,3,2,5,12,4,10
Indonesia,Jawa Tengah,Kudus,15,43552,13278,11198,269,5,1,1,4,6,5,2,7,6,1,8,5,0,9,3,2,9,0,3,2,4,10,4,10
Indonesia,Jawa Tengah,Kudus,20,43552,12909,11011,269,5,1,1,4,6,4,2,7,6,1,8,4,0,9,3,2,9,0,3,2,4,10,4,10
Indonesia,Jawa Tengah,Kudus,25,43552,11790,10514,269,5,1,1,4,6,3,2,7,6,1,8,4,0,9,3,2,9,0,3,2,4,10,4,10
Indonesia,Jawa Tengah,Kudus,30,43552,10552,9818,269,5,1,1,4,6,3,2,7,6,1,7,4,0,9,3,2,9,0,3,2,3,10,4,10
Indonesia,Jawa Tengah,Kudus,50,43552,8737,6728,269,5,1,1,3,4,3,2,7,6,0,7,4,0,7,2,2,9,0,2,2,3,9,3,10
Indonesia,Jawa Tengah,Kudus,75,43552,5181,3261,269,3,1,1,1,3,2,1,7,6,0,4,4,0,5,1,2,6,0,0,1,2,6,2,8
Indonesia,Jawa Tengah,Magelang,0,113121,113121,113121,418,27,16,7,12,11,42,10,7,19,7,110,16,8,10,2,30,16,11,8,17,14,6,52,12
Indonesia,Jawa Tengah,Magelang,10,113121,80478,80613,418,27,16,7,12,11,42,10,7,19,7,110,15,4,6,1,27,14,9,8,14,11,6,39,12
Indonesia,Jawa Tengah,Magelang,15,113121,77666,76382,418,27,16,7,12,11,42,10,7,19,7,110,15,3,6,1,27,14,9,8,14,11,6,39,12
Indonesia,Jawa Tengah,Magelang,20,113121,76208,75896,418,27,16,7,12,11,42,10,7,19,7,110,15,3,6,1,27,14,9,8,14,11,6,38,12
Indonesia,Jawa Tengah,Magelang,25,113121,74521,74433,418,27,16,7,12,11,40,10,7,19,7,110,15,3,6,1,25,14,9,8,14,11,6,38,12
Indonesia,Jawa Tengah,Magelang,30,113121,71928,70764,418,27,16,7,12,11,40,10,7,19,7,110,15,3,6,1,25,13,9,8,13,11,6,38,11
Indonesia,Jawa Tengah,Magelang,50,113121,60701,55983,418,26,16,7,11,11,40,10,7,18,6,107,14,2,4,1,25,11,8,7,12,11,6,32,11
Indonesia,Jawa Tengah,Magelang,75,113121,40994,32911,418,24,12,6,8,10,33,8,5,13,6,102,11,1,2,1,21,8,6,5,9,10,5,23,9
Indonesia,Jawa Tengah,Pati,0,158349,158349,158349,845,64,79,6,86,28,60,40,75,53,14,137,66,53,267,273,124,168,144,289,255,200,385,196,275
Indonesia,Jawa Tengah,Pati,10,158349,41027,33937,845,60,76,6,82,26,58,40,74,53,14,131,55,31,81,89,89,91,77,151,141,84,171,91,96
Indonesia,Jawa Tengah,Pati,15,158349,37465,28320,845,59,74,6,80,26,58,40,73,51,13,130,55,31,75,83,88,86,76,142,137,81,163,85,89
Indonesia,Jawa Tengah,Pati,20,158349,35315,27369,845,58,73,6,79,26,58,40,73,51,13,129,55,31,71,78,87,81,72,135,131,77,157,79,84
Indonesia,Jawa Tengah,Pati,25,158349,31699,25201,845,58,73,6,78,26,56,40,73,51,13,128,55,31,67,70,85,78,70,128,127,74,151,72,77
Indonesia,Jawa Tengah,Pati,30,158349,28357,23313,845,58,71,6,76,25,56,40,73,51,13,126,55,31,61,65,84,74,66,120,120,70,145,63,71
Indonesia,Jawa Tengah,Pati,50,158349,21063,14959,845,52,61,6,66,23,52,38,68,48,12,112,54,29,41,50,77,61,53,95,98,52,114,43,51
Indonesia,Jawa Tengah,Pati,75,158349,11078,6284,845,30,31,5,32,14,33,31,49,30,9,61,46,23,20,32,65,43,28,50,42,23,50,18,22
Indonesia,Jawa Tengah,Pekalongan,0,89283,89283,89283,1647,199,94,83,342,64,186,90,103,176,33,134,53,44,107,59,108,182,160,149,214,173,214,434,108
Indonesia,Jawa Tengah,Pekalongan,10,89283,59241,59785,1647,198,94,83,342,64,186,90,103,175,33,134,50,23,81,52,104,161,104,99,178,135,181,287,79
Indonesia,Jawa Tengah,Pekalongan,15,89283,57455,57474,1647,198,94,83,342,64,186,90,103,175,33,134,50,23,79,52,103,159,103,97,176,133,179,280,78
Indonesia,Jawa Tengah,Pekalongan,20,89283,56812,57088,1647,198,94,83,342,64,186,90,103,175,33,134,50,22,78,52,103,159,101,96,174,132,178,275,77
Indonesia,Jawa Tengah,Pekalongan,25,89283,55866,56112,1647,198,94,83,342,64,186,90,103,175,33,134,50,22,78,52,103,158,100,94,172,131,177,271,76
Indonesia,Jawa Tengah,Pekalongan,30,89283,54258,54550,1647,198,94,83,342,64,186,90,103,175,33,134,50,20,77,51,103,157,97,93,171,127,174,263,74
Indonesia,Jawa Tengah,Pekalongan,50,89283,49308,47790,1647,197,94,83,341,64,185,90,103,175,32,134,49,17,66,49,101,148,84,80,156,116,164,226,65
Indonesia,Jawa Tengah,Pekalongan,75,89283,41248,37744,1647,195,92,82,336,63,180,88,102,171,31,129,48,11,47,39,92,128,59,59,126,96,125,160,53
Indonesia,Jawa Tengah,Pemalang,0,113678,113678,113678,1391,124,61,31,202,32,326,166,190,201,35,423,100,213,180,199,169,219,172,389,186,113,64,980,168
Indonesia,Jawa Tengah,Pemalang,10,113678,59135,59614,1391,124,61,31,202,32,326,166,190,201,35,400,92,129,139,131,155,166,136,295,165,91,41,471,143
Indonesia,Jawa Tengah,Pemalang,15,113678,56335,56006,1391,124,61,31,201,32,325,166,190,201,35,398,91,125,138,128,154,163,134,288,165,91,41,443,141
Indonesia,Jawa Tengah,Pemalang,20,113678,55073,55280,1391,124,61,31,201,32,325,166,190,201,35,397,91,121,136,126,153,162,132,285,161,90,40,431,139
Indonesia,Jawa Tengah,Pemalang,25,113678,53099,53555,1391,123,61,31,201,32,325,166,190,201,35,396,90,118,134,123,151,160,128,280,161,90,40,413,137
Indonesia,Jawa Tengah,Pemalang,30,113678,50534,51534,1391,123,61,31,201,32,324,166,190,201,35,392,90,115,132,118,150,158,126,274,159,89,39,390,136
Indonesia,Jawa Tengah,Pemalang,50,113678,42714,40594,1391,121,61,31,197,32,314,164,189,199,35,376,88,98,114,94,140,148,115,243,151,86,34,296,129
Indonesia,Jawa Tengah,Pemalang,75,113678,28616,23391,1391,111,54,27,158,28,217,149,163,169,32,313,80,65,82,53,99,120,87,144,115,65,20,167,111
Indonesia,Jawa Tengah,Purbalingga,0,80799,80799,80799,523,41,43,15,49,13,22,48,30,54,15,64,52,30,10,1,16,12,6,19,32,44,14,16,19
Indonesia,Jawa Tengah,Purbalingga,10,80799,63804,66096,523,41,43,15,49,13,22,48,30,54,15,64,50,11,8,1,14,11,5,15,30,41,13,9,15
Indonesia,Jawa Tengah,Purbalingga,15,80799,62607,64113,523,41,43,15,49,13,22,48,30,54,15,64,50,11,8,1,14,11,5,14,30,41,12,9,15
Indonesia,Jawa Tengah,Purbalingga,20,80799,61941,63838,523,41,43,15,49,13,22,48,30,53,15,64,50,11,8,1,14,11,5,14,29,41,12,9,15
Indonesia,Jawa Tengah,Purbalingga,25,80799,60895,63155,523,41,43,15,49,13,22,47,30,53,15,64,50,11,8,1,13,11,5,14,29,41,12,9,14
Indonesia,Jawa Tengah,Purbalingga,30,80799,59903,61268,523,41,43,14,49,13,22,47,30,53,15,64,50,9,8,1,13,11,5,14,29,41,11,8,14
Indonesia,Jawa Tengah,Purbalingga,50,80799,53397,52907,523,39,41,14,48,13,22,47,29,53,13,61,48,7,8,1,12,10,5,13,27,39,11,7,13
Indonesia,Jawa Tengah,Purbalingga,75,80799,39801,37212,523,35,34,14,40,12,16,40,23,43,10,47,38,3,7,1,9,7,4,10,23,36,9,5,10
Indonesia,Jawa Tengah,Purworejo,0,108991,108991,108991,506,64,47,11,31,17,16,12,12,13,11,16,31,8,14,2,8,21,18,28,11,11,14,15,28
Indonesia,Jawa Tengah,Purworejo,10,108991,74139,78177,506,64,47,11,31,17,16,12,12,12,11,16,30,7,13,2,6,16,13,22,10,10,14,13,21
Indonesia,Jawa Tengah,Purworejo,15,108991,72555,75741,506,64,47,11,31,16,16,12,12,12,11,16,30,7,12,2,6,16,13,22,10,10,13,13,21
Indonesia,Jawa Tengah,Purworejo,20,108991,71572,75418,506,64,47,11,31,16,16,12,12,12,11,16,30,7,12,2,6,16,13,22,10,10,13,13,20
Indonesia,Jawa Tengah,Purworejo,25,108991,70473,73955,506,64,47,11,31,16,16,12,12,12,11,16,30,7,12,2,6,16,13,22,9,10,12,12,19
Indonesia,Jawa Tengah,Purworejo,30,108991,68592,71503,506,64,47,11,31,16,16,12,12,12,11,16,29,7,12,2,6,15,13,22,9,10,12,12,18
Indonesia,Jawa Tengah,Purworejo,50,108991,61166,60672,506,64,47,10,30,16,16,12,12,12,11,16,29,4,11,2,6,13,10,18,9,9,11,12,16
Indonesia,Jawa Tengah,Purworejo,75,108991,44651,39642,506,59,43,9,27,13,15,11,11,10,11,15,26,3,9,2,3,9,7,11,8,7,9,10,14
Indonesia,Jawa Tengah,Rembang,0,103900,103900,103900,819,52,37,12,99,113,134,175,127,39,5,354,141,72,352,169,26,67,166,148,247,106,145,277,319
Indonesia,Jawa Tengah,Rembang,10,103900,20431,18814,819,51,37,11,96,110,127,173,121,38,4,319,94,33,156,66,11,37,71,72,161,56,81,123,151
Indonesia,Jawa Tengah,Rembang,15,103900,18739,16032,819,50,36,11,95,110,126,172,120,38,4,317,90,32,149,64,11,34,65,67,154,55,77,116,140
Indonesia,Jawa Tengah,Rembang,20,103900,17701,15322,819,49,35,11,94,108,125,170,119,38,4,310,87,30,141,59,11,33,61,64,147,50,74,110,132
Indonesia,Jawa Tengah,Rembang,25,103900,15273,13966,819,49,35,11,94,108,124,170,119,38,4,309,80,27,123,53,10,31,56,57,135,43,64,90,119
Indonesia,Jawa Tengah,Rembang,30,103900,12963,13164,819,49,35,11,93,107,124,169,118,38,4,306,76,25,112,47,9,28,51,53,127,40,59,78,106
Indonesia,Jawa Tengah,Rembang,50,103900,8261,8645,819,40,31,10,84,96,111,157,107,35,2,264,56,15,66,26,6,22,33,39,90,29,31,39,58
Indonesia,Jawa Tengah,Rembang,75,103900,3108,2994,819,27,18,7,47,54,63,83,57,19,0,134,23,3,17,2,2,6,7,10,23,6,7,5,13
Indonesia,Jawa Tengah,Salatiga,0,5308,5308,5308,26,3,0,1,3,4,3,2,4,5,4,6,8,3,4,5,29,8,9,3,4,3,4,25,13
Indonesia,Jawa Tengah,Salatiga,10,5308,4159,3626,26,3,0,1,2,3,3,2,4,4,4,5,8,2,3,5,28,7,8,2,4,3,3,23,12
Indonesia,Jawa Tengah,Salatiga,15,5308,3942,3363,26,3,0,1,2,3,3,2,4,4,4,5,8,2,3,5,28,7,8,2,4,3,3,22,12
Indonesia,Jawa Tengah,Salatiga,20,5308,3848,3328,26,3,0,1,2,3,3,2,4,4,4,5,8,2,3,5,27,7,8,2,4,2,3,21,11
Indonesia,Jawa Tengah,Salatiga,25,5308,3668,3236,26,3,0,1,2,3,3,2,4,4,4,5,8,2,3,5,27,7,8,2,4,2,3,21,11
Indonesia,Jawa Tengah,Salatiga,30,5308,3488,3079,26,3,0,1,2,3,3,2,4,4,4,5,8,2,3,5,27,7,7,2,3,2,2,21,11
Indonesia,Jawa Tengah,Salatiga,50,5308,2938,2401,26,3,0,1,2,2,3,2,4,4,4,5,7,2,2,4,26,7,6,2,3,2,2,19,10
Indonesia,Jawa Tengah,Salatiga,75,5308,2164,1457,26,3,0,1,2,1,2,1,2,3,4,5,6,1,2,3,19,5,3,1,3,1,2,16,6
Indonesia,Jawa Tengah,Semarang,0,102288,102288,102288,468,34,20,21,33,19,64,62,60,102,47,83,140,89,145,102,110,217,147,171,103,65,65,255,165
Indonesia,Jawa Tengah,Semarang,10,102288,76458,73486,468,33,20,21,32,18,62,62,60,101,47,83,131,76,115,93,100,198,139,150,86,54,55,213,143
Indonesia,Jawa Tengah,Semarang,15,102288,73418,69250,468,33,19,21,32,18,62,62,60,101,47,83,131,75,113,92,99,196,139,147,84,51,55,210,141
Indonesia,Jawa Tengah,Semarang,20,102288,71762,68595,468,33,19,21,32,18,62,62,60,101,47,83,129,74,112,92,99,195,139,144,82,49,54,205,138
Indonesia,Jawa Tengah,Semarang,25,102288,69298,66852,468,33,19,21,32,18,61,62,60,101,47,82,129,74,110,91,99,194,138,142,81,49,53,201,134
Indonesia,Jawa Tengah,Semarang,30,102288,65952,64218,468,33,19,21,32,18,61,62,60,100,47,82,127,73,109,91,98,191,136,140,81,48,52,196,130
Indonesia,Jawa Tengah,Semarang,50,102288,56534,50749,468,32,17,21,29,17,56,59,58,99,46,78,121,70,95,81,94,179,129,122,71,41,46,165,108
Indonesia,Jawa Tengah,Semarang,75,102288,39880,30090,468,26,12,15,16,10,36,41,46,86,44,66,102,50,60,52,79,117,89,77,45,20,30,95,72
Indonesia,Jawa Tengah,Sragen,0,97775,97775,97775,233,25,30,9,95,21,44,30,40,40,32,58,39,34,52,15,41,42,16,14,17,10,26,56,101
Indonesia,Jawa Tengah,Sragen,10,97775,43121,26554,233,25,26,8,92,21,42,29,39,39,30,56,33,21,34,12,36,30,9,9,9,6,21,30,84
Indonesia,Jawa Tengah,Sragen,15,97775,37853,20117,233,25,26,8,92,20,42,29,39,38,30,55,33,20,33,12,35,30,8,9,9,6,21,28,83
Indonesia,Jawa Tengah,Sragen,20,97775,35494,19382,233,24,26,8,92,20,42,28,39,38,30,55,33,20,32,12,34,29,8,8,8,6,20,27,82
Indonesia,Jawa Tengah,Sragen,25,97775,31511,17385,233,24,25,8,91,20,41,28,39,38,30,55,32,19,29,12,33,29,8,8,8,6,20,24,80
Indonesia,Jawa Tengah,Sragen,30,97775,26229,14888,233,24,25,8,91,20,40,28,39,38,30,55,32,17,28,11,32,27,7,7,8,5,20,20,79
Indonesia,Jawa Tengah,Sragen,50,97775,16955,6891,233,24,21,7,82,16,37,26,38,35,27,51,29,15,24,10,29,23,6,6,5,4,18,15,72
Indonesia,Jawa Tengah,Sragen,75,97775,6488,1469,233,22,14,4,50,11,21,14,31,26,21,35,17,8,12,8,18,13,4,3,2,1,7,6,44
Indonesia,Jawa Tengah,Sukoharjo,0,49354,49354,49354,206,26,24,2,54,11,5,12,9,31,21,38,37,34,49,26,40,11,20,75,9,5,15,15,19
Indonesia,Jawa Tengah,Sukoharjo,10,49354,22538,16507,206,25,24,2,51,10,3,12,8,30,21,37,32,19,37,24,36,6,18,69,5,3,11,7,16
Indonesia,Jawa Tengah,Sukoharjo,15,49354,18634,12980,206,25,23,2,51,10,3,12,7,30,21,37,32,17,36,24,36,6,18,68,5,3,11,6,15
Indonesia,Jawa Tengah,Sukoharjo,20,49354,16953,12593,206,25,23,2,51,10,3,12,7,30,21,37,32,16,36,24,36,5,18,68,5,3,10,6,15
Indonesia,Jawa Tengah,Sukoharjo,25,49354,14680,11583,206,25,23,2,51,10,3,12,7,28,21,37,31,15,35,24,36,4,18,67,5,3,10,5,15
Indonesia,Jawa Tengah,Sukoharjo,30,49354,12409,10025,206,25,23,2,50,10,3,11,7,28,21,37,31,15,35,24,36,4,18,66,5,3,10,5,15
Indonesia,Jawa Tengah,Sukoharjo,50,49354,8082,4766,206,22,22,2,46,8,3,11,6,27,19,34,30,14,34,24,35,4,18,62,4,2,10,4,15
Indonesia,Jawa Tengah,Sukoharjo,75,49354,2785,1371,206,19,19,2,37,6,3,10,3,18,18,31,24,8,23,13,17,3,11,28,2,1,6,3,7
Indonesia,Jawa Tengah,Surakarta,0,4626,4626,4626,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Indonesia,Jawa Tengah,Surakarta,10,4626,831,211,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,15,4626,397,145,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,20,4626,360,139,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,25,4626,255,120,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,30,4626,165,100,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,50,4626,64,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Surakarta,75,4626,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Tegal,0,99478,99478,99478,870,138,72,31,179,58,488,289,230,239,26,109,98,51,95,69,104,108,51,134,64,62,73,223,81
Indonesia,Jawa Tengah,Tegal,10,99478,45050,42784,870,138,72,31,179,58,488,289,230,238,26,106,95,35,74,42,79,87,42,99,55,55,49,141,63
Indonesia,Jawa Tengah,Tegal,15,99478,41878,39293,870,138,72,31,179,58,487,289,230,238,26,106,95,34,71,40,77,85,41,97,54,55,47,138,61
Indonesia,Jawa Tengah,Tegal,20,99478,40461,38712,870,138,72,31,179,57,487,289,230,238,26,106,94,32,70,38,76,85,40,94,54,54,46,135,60
Indonesia,Jawa Tengah,Tegal,25,99478,38403,37423,870,138,72,31,178,57,487,289,230,238,26,105,94,31,68,36,74,84,40,92,53,54,45,132,57
Indonesia,Jawa Tengah,Tegal,30,99478,36169,35223,870,138,72,31,178,57,487,289,230,238,26,105,94,31,67,34,73,84,39,88,52,53,45,129,55
Indonesia,Jawa Tengah,Tegal,50,99478,28622,25688,870,137,71,31,173,55,477,287,228,235,26,103,93,23,55,25,60,77,35,75,48,48,37,108,49
Indonesia,Jawa Tengah,Tegal,75,99478,18605,14148,870,131,60,28,129,39,312,244,192,198,23,80,83,14,29,13,37,53,27,46,35,41,27,75,37
Indonesia,Jawa Tengah,Temanggung,0,87285,87285,87285,533,48,33,19,53,18,48,150,33,37,9,37,59,47,63,27,33,44,46,31,66,51,24,85,58
Indonesia,Jawa Tengah,Temanggung,10,87285,57091,57632,533,48,33,19,52,18,48,150,33,36,9,37,56,41,45,24,29,39,36,27,61,45,21,72,52
Indonesia,Jawa Tengah,Temanggung,15,87285,55043,55289,533,48,32,19,52,18,48,150,33,36,9,37,56,41,45,24,29,39,36,27,61,45,21,72,52
Indonesia,Jawa Tengah,Temanggung,20,87285,53933,54954,533,48,32,19,52,18,48,150,33,36,9,37,55,41,44,24,28,38,36,27,60,45,20,71,52
Indonesia,Jawa Tengah,Temanggung,25,87285,52652,54029,533,48,32,19,52,18,48,150,33,36,9,37,55,41,44,24,27,37,36,27,60,44,20,70,52
Indonesia,Jawa Tengah,Temanggung,30,87285,51117,52536,533,48,32,19,52,18,48,150,33,36,8,37,55,41,43,23,27,37,35,26,59,44,20,69,52
Indonesia,Jawa Tengah,Temanggung,50,87285,45155,45390,533,47,31,19,51,18,48,149,33,36,8,36,54,38,39,22,25,36,34,25,58,43,19,65,48
Indonesia,Jawa Tengah,Temanggung,75,87285,36657,35532,533,42,27,18,48,18,45,147,32,35,8,34,53,37,34,17,18,30,27,22,54,40,14,56,39
Indonesia,Jawa Tengah,Waduk Kedungombo,0,2978,2978,2978,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,10,2978,68,104,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,15,2978,52,82,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,20,2978,47,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,25,2978,41,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,30,2978,35,51,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Waduk Kedungombo,50,2978,18,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
