country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Indonesia,Jawa Tengah,Waduk Kedungombo,75,2978,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Tengah,Wonogiri,0,192279,192279,192279,856,50,45,37,68,66,69,23,54,55,18,52,47,65,215,39,65,68,83,53,43,68,65,146,101
Indonesia,Jawa Tengah,Wonogiri,10,192279,105762,97879,856,49,45,37,67,66,69,23,52,55,18,52,43,51,157,28,57,52,59,37,32,57,52,113,74
Indonesia,Jawa Tengah,Wonogiri,15,192279,97180,85812,856,49,45,37,67,65,69,23,52,55,18,52,43,50,154,28,56,50,58,36,31,55,51,110,72
Indonesia,Jawa Tengah,Wonogiri,20,192279,91660,83766,856,49,45,37,67,64,69,22,52,55,18,51,43,49,149,26,55,50,56,36,31,55,50,108,70
Indonesia,Jawa Tengah,Wonogiri,25,192279,81440,78516,856,49,45,37,67,64,69,22,52,55,18,51,43,49,145,24,55,48,53,34,30,53,48,104,68
Indonesia,Jawa Tengah,Wonogiri,30,192279,71980,72734,856,49,45,37,67,64,69,22,52,54,18,51,43,48,142,24,53,44,48,29,30,52,46,100,66
Indonesia,Jawa Tengah,Wonogiri,50,192279,48786,44535,856,48,43,35,64,64,66,21,51,52,17,49,40,43,123,19,47,37,36,23,26,44,41,87,56
Indonesia,Jawa Tengah,Wonogiri,75,192279,21126,15156,856,42,37,32,56,56,58,15,46,43,14,36,32,28,68,6,34,18,15,10,18,27,27,64,37
Indonesia,Jawa Tengah,Wonosobo,0,99391,99391,99391,833,76,107,61,236,14,17,34,14,24,13,31,41,8,16,9,15,33,18,20,13,24,18,32,54
Indonesia,Jawa Tengah,Wonosobo,10,99391,82642,80613,833,76,107,61,236,14,17,34,14,24,13,31,41,4,16,7,13,31,16,20,13,17,16,27,52
Indonesia,Jawa Tengah,Wonosobo,15,99391,81204,78188,833,76,107,61,235,14,17,34,14,24,13,31,41,4,16,7,13,31,16,18,13,17,16,25,52
Indonesia,Jawa Tengah,Wonosobo,20,99391,80238,77828,833,76,107,61,235,14,17,34,14,24,13,31,41,4,16,7,13,31,16,18,13,17,16,25,51
Indonesia,Jawa Tengah,Wonosobo,25,99391,79089,76879,833,76,107,61,235,14,17,34,14,24,13,31,41,4,16,7,13,31,16,18,13,17,16,24,51
Indonesia,Jawa Tengah,Wonosobo,30,99391,77593,74949,833,76,107,61,235,14,17,34,14,24,13,31,41,4,16,7,13,31,16,18,13,17,16,24,51
Indonesia,Jawa Tengah,Wonosobo,50,99391,68617,65763,833,74,105,61,234,14,17,34,14,24,13,31,41,4,14,7,12,30,15,16,11,16,15,21,49
Indonesia,Jawa Tengah,Wonosobo,75,99391,52347,48526,833,68,98,57,220,13,15,32,11,22,13,29,38,4,13,5,10,27,14,12,9,12,12,18,42
Indonesia,Jawa Timur,Bangkalan,0,129922,129922,129922,560,16,22,7,11,21,23,28,17,20,5,138,21,15,19,25,28,26,43,63,31,32,15,247,39
Indonesia,Jawa Timur,Bangkalan,10,129922,32572,21684,560,16,21,7,10,21,22,28,17,19,5,130,15,5,13,15,19,15,26,39,20,22,7,87,23
Indonesia,Jawa Timur,Bangkalan,15,129922,29173,16803,560,16,21,7,9,21,22,27,17,19,5,128,15,5,13,14,18,15,24,38,19,21,7,84,23
Indonesia,Jawa Timur,Bangkalan,20,129922,27417,16054,560,16,21,7,9,21,22,27,17,19,5,127,15,5,13,13,18,14,24,37,19,20,7,80,22
Indonesia,Jawa Timur,Bangkalan,25,129922,22665,14568,560,15,21,7,9,21,22,27,17,19,5,125,14,5,12,12,17,14,22,34,18,19,6,68,21
Indonesia,Jawa Timur,Bangkalan,30,129922,17929,12839,560,15,21,7,9,20,21,27,17,19,5,124,14,4,10,12,16,13,21,32,17,18,6,57,20
Indonesia,Jawa Timur,Bangkalan,50,129922,11283,6490,560,15,20,7,8,19,18,27,15,18,5,112,13,3,8,8,14,10,18,24,11,14,5,40,17
Indonesia,Jawa Timur,Bangkalan,75,129922,4252,1481,560,13,15,5,5,16,12,24,12,15,5,77,9,3,5,3,7,4,9,11,4,7,3,18,9
Indonesia,Jawa Timur,Banyuwangi,0,360044,360044,360044,6331,625,868,289,600,774,1061,1108,540,858,315,1234,3632,4302,2664,729,824,987,1512,2507,657,1009,1269,2461,882
Indonesia,Jawa Timur,Banyuwangi,10,360044,240865,269944,6331,617,854,285,583,770,1040,1103,537,845,315,656,1929,1195,1533,556,699,784,965,1166,547,812,1021,1365,550
Indonesia,Jawa Timur,Banyuwangi,15,360044,235872,259853,6331,615,853,284,581,769,1037,1101,536,842,314,646,1903,1155,1512,552,694,779,955,1141,544,806,1008,1342,546
Indonesia,Jawa Timur,Banyuwangi,20,360044,232880,258147,6331,615,851,283,576,768,1034,1101,536,840,314,632,1869,1088,1491,546,687,768,948,1117,541,799,1001,1323,540
Indonesia,Jawa Timur,Banyuwangi,25,360044,230194,254571,6331,615,848,283,575,767,1032,1100,536,840,314,624,1851,1062,1482,543,685,762,942,1105,540,795,994,1316,537
Indonesia,Jawa Timur,Banyuwangi,30,360044,225911,247251,6331,614,847,282,574,767,1031,1100,535,838,314,614,1828,1023,1453,533,671,751,924,1078,534,786,981,1294,532
Indonesia,Jawa Timur,Banyuwangi,50,360044,208162,218104,6331,605,827,275,547,761,1000,1089,531,827,313,521,1649,763,1345,508,638,707,876,966,513,755,929,1193,503
Indonesia,Jawa Timur,Banyuwangi,75,360044,167639,163304,6331,552,737,242,458,717,872,1022,500,751,296,420,1332,430,997,387,501,522,715,695,430,588,715,829,404
Indonesia,Jawa Timur,Batu,0,19634,19634,19634,85,99,14,71,6,1,0,6,2,2,2,27,12,4,16,8,5,13,8,74,20,6,1,9,12
Indonesia,Jawa Timur,Batu,10,19634,14823,14921,85,99,14,71,6,1,0,6,2,2,2,27,12,3,7,3,3,6,3,71,16,4,0,5,11
Indonesia,Jawa Timur,Batu,15,19634,14351,14336,85,99,14,71,6,1,0,6,2,2,2,27,12,3,7,3,3,6,3,71,15,4,0,5,11
Indonesia,Jawa Timur,Batu,20,19634,14139,14251,85,99,14,71,6,1,0,6,2,2,2,27,12,3,7,3,3,5,3,70,15,4,0,4,11
Indonesia,Jawa Timur,Batu,25,19634,13806,14020,85,99,14,71,6,1,0,6,2,2,2,27,12,3,7,3,2,5,3,70,14,4,0,4,11
Indonesia,Jawa Timur,Batu,30,19634,13278,13670,85,99,14,71,6,1,0,6,2,2,2,27,12,3,7,2,2,4,3,69,14,4,0,4,11
Indonesia,Jawa Timur,Batu,50,19634,11848,11824,85,99,14,71,6,1,0,6,2,2,2,27,12,3,6,1,1,3,2,66,12,3,0,2,11
Indonesia,Jawa Timur,Batu,75,19634,9700,9549,85,99,12,71,6,1,0,5,2,1,2,27,11,3,5,0,0,2,0,61,11,2,0,1,11
Indonesia,Jawa Timur,Blitar,0,175399,175399,175399,1178,148,175,75,158,69,253,92,112,129,45,170,246,234,416,178,196,415,468,487,215,251,269,466,1073
Indonesia,Jawa Timur,Blitar,10,175399,107814,100048,1178,147,172,75,155,68,251,90,111,128,45,159,199,102,242,131,144,247,274,348,174,165,182,259,693
Indonesia,Jawa Timur,Blitar,15,175399,102262,90404,1178,147,172,75,155,68,250,89,110,127,45,159,198,97,235,129,141,235,264,342,171,160,177,247,664
Indonesia,Jawa Timur,Blitar,20,175399,99699,89198,1178,147,172,75,155,68,250,89,110,127,45,158,197,94,228,127,138,230,258,336,169,158,172,240,646
Indonesia,Jawa Timur,Blitar,25,175399,95429,86423,1178,147,172,75,154,67,250,89,110,127,45,158,194,88,219,124,136,219,248,329,168,153,169,228,619
Indonesia,Jawa Timur,Blitar,30,175399,89391,80717,1178,147,172,75,153,67,249,89,110,127,45,158,192,85,212,120,134,208,236,321,165,149,165,217,582
Indonesia,Jawa Timur,Blitar,50,175399,72052,59069,1178,144,169,74,147,65,244,87,106,123,43,152,181,67,168,102,118,164,179,267,153,127,141,166,418
Indonesia,Jawa Timur,Blitar,75,175399,43725,30852,1178,130,148,69,119,53,214,66,82,101,37,121,137,38,88,57,85,88,83,159,112,75,86,90,170
Indonesia,Jawa Timur,Bojonegoro,0,231395,231395,231395,643,41,72,12,225,120,91,108,148,93,33,761,136,83,624,180,167,420,552,688,718,339,384,1088,795
Indonesia,Jawa Timur,Bojonegoro,10,231395,66062,57558,643,41,72,12,213,113,90,106,144,91,31,734,100,49,432,124,118,301,383,487,534,246,264,704,533
Indonesia,Jawa Timur,Bojonegoro,15,231395,58244,47150,643,41,72,12,212,112,90,106,143,90,31,726,99,48,419,119,113,294,368,472,518,239,255,673,509
Indonesia,Jawa Timur,Bojonegoro,20,231395,54617,45400,643,41,72,12,211,111,90,106,142,90,31,721,99,47,408,114,111,286,356,463,504,233,250,647,496
Indonesia,Jawa Timur,Bojonegoro,25,231395,47345,40998,643,41,71,12,209,111,89,105,140,90,31,719,96,43,382,107,103,264,329,434,466,216,228,584,462
Indonesia,Jawa Timur,Bojonegoro,30,231395,39983,37984,643,41,71,12,208,109,89,105,140,90,31,713,94,40,363,98,98,246,310,408,439,202,214,533,428
Indonesia,Jawa Timur,Bojonegoro,50,231395,22864,21745,643,40,69,11,190,99,83,101,131,86,29,662,82,26,240,63,64,161,200,259,287,132,131,291,263
Indonesia,Jawa Timur,Bojonegoro,75,231395,7609,3934,643,37,54,10,128,66,51,77,85,63,20,449,54,6,87,23,22,50,73,73,74,35,31,74,66
Indonesia,Jawa Timur,Bondowoso,0,155536,155536,155536,2098,480,259,329,182,240,282,400,184,414,103,164,1180,75,169,49,98,190,111,190,553,235,190,397,266
Indonesia,Jawa Timur,Bondowoso,10,155536,89077,103134,2098,480,259,329,182,240,280,399,184,414,103,164,1172,34,124,24,74,110,67,142,483,102,101,243,188
Indonesia,Jawa Timur,Bondowoso,15,155536,86227,97166,2098,480,259,329,182,239,280,399,184,414,103,164,1172,33,122,23,73,107,65,142,481,99,99,239,186
Indonesia,Jawa Timur,Bondowoso,20,155536,84614,96380,2098,480,259,329,182,239,279,399,184,413,103,164,1170,33,122,22,73,105,64,141,480,97,97,236,184
Indonesia,Jawa Timur,Bondowoso,25,155536,82114,94305,2098,480,259,329,182,239,279,399,183,413,103,164,1170,33,121,21,73,103,64,141,479,94,96,233,182
Indonesia,Jawa Timur,Bondowoso,30,155536,79292,89728,2098,480,259,329,182,239,279,399,183,413,103,164,1170,32,119,21,73,101,62,139,476,92,95,231,180
Indonesia,Jawa Timur,Bondowoso,50,155536,69001,70204,2098,478,258,328,181,238,278,398,183,413,103,163,1166,29,116,19,69,90,59,133,472,83,89,219,172
Indonesia,Jawa Timur,Bondowoso,75,155536,52448,45841,2098,474,256,322,178,234,274,393,181,409,99,160,1141,21,90,14,61,60,45,121,457,64,75,180,141
Indonesia,Jawa Timur,Gresik,0,123034,123034,123034,459,47,41,10,60,100,175,34,26,6,11,130,135,58,533,57,18,86,42,42,32,50,17,73,76
Indonesia,Jawa Timur,Gresik,10,123034,27470,24917,459,46,41,10,58,99,174,34,24,6,11,121,127,25,270,37,9,54,20,25,16,28,5,41,30
Indonesia,Jawa Timur,Gresik,15,123034,22034,20434,459,46,40,10,58,98,173,34,23,5,10,120,127,24,263,36,8,50,19,25,15,26,5,40,29
Indonesia,Jawa Timur,Gresik,20,123034,20814,19790,459,46,40,10,58,98,173,34,23,4,10,120,127,23,256,35,8,49,19,23,14,25,5,38,28
Indonesia,Jawa Timur,Gresik,25,123034,18890,18337,459,46,39,10,58,98,173,34,23,4,9,119,127,23,251,33,8,48,19,22,14,24,5,38,25
Indonesia,Jawa Timur,Gresik,30,123034,17659,17253,459,45,39,10,58,97,173,34,23,4,9,119,126,23,242,33,7,46,19,22,13,21,5,37,23
Indonesia,Jawa Timur,Gresik,50,123034,14474,12586,459,43,37,9,56,95,168,32,20,4,8,115,123,19,204,28,4,35,18,16,10,16,4,28,18
Indonesia,Jawa Timur,Gresik,75,123034,10752,9249,459,39,28,7,50,85,153,30,12,2,6,100,113,15,141,19,2,20,14,10,5,10,3,21,13
Indonesia,Jawa Timur,Jember,0,330651,330651,330651,7801,405,494,294,615,410,1167,396,505,448,255,457,2082,586,1736,417,267,1215,1078,1279,1248,1026,475,1962,851
Indonesia,Jawa Timur,Jember,10,330651,222724,238216,7801,404,494,294,613,409,1164,396,504,446,255,438,1943,404,1277,341,242,955,805,1050,1186,901,411,1436,646
Indonesia,Jawa Timur,Jember,15,330651,215806,228133,7801,404,493,294,612,409,1164,394,502,446,255,437,1938,399,1262,340,241,948,797,1042,1183,895,407,1421,641
Indonesia,Jawa Timur,Jember,20,330651,212723,226579,7801,404,493,294,611,409,1164,394,502,445,255,435,1931,392,1239,338,240,943,787,1035,1181,880,399,1401,636
Indonesia,Jawa Timur,Jember,25,330651,207878,222959,7801,404,493,293,610,408,1164,394,502,445,255,433,1926,387,1227,338,240,938,782,1028,1179,880,399,1389,635
Indonesia,Jawa Timur,Jember,30,330651,202498,214316,7801,403,493,293,610,408,1163,394,502,445,254,431,1922,380,1208,333,238,927,773,1017,1173,874,396,1368,624
Indonesia,Jawa Timur,Jember,50,330651,179329,179603,7801,402,491,293,603,406,1159,393,499,442,254,422,1883,327,1111,321,231,894,727,973,1155,836,374,1255,587
Indonesia,Jawa Timur,Jember,75,330651,139986,123614,7801,389,475,288,562,393,1119,385,484,424,249,405,1790,251,836,258,214,779,621,833,1070,699,288,960,447
Indonesia,Jawa Timur,Jombang,0,112049,112049,112049,381,44,24,46,38,10,21,19,28,13,8,54,43,16,46,46,41,93,66,68,56,62,49,175,58
Indonesia,Jawa Timur,Jombang,10,112049,46120,47048,381,43,23,46,38,9,21,19,28,13,8,53,41,10,19,25,16,59,43,49,39,38,26,83,21
Indonesia,Jawa Timur,Jombang,15,112049,41199,40400,381,43,23,46,38,8,21,19,28,13,8,53,41,10,18,24,15,59,41,49,37,38,25,77,20
Indonesia,Jawa Timur,Jombang,20,112049,39099,39565,381,43,23,46,38,8,21,19,28,13,8,53,40,9,17,23,15,55,39,48,36,37,22,74,19
Indonesia,Jawa Timur,Jombang,25,112049,34075,37420,381,43,23,46,38,8,21,19,27,13,8,52,40,9,16,20,14,51,38,45,35,34,22,66,18
Indonesia,Jawa Timur,Jombang,30,112049,30965,34038,381,43,23,46,38,8,21,19,27,12,8,52,40,9,15,19,13,50,36,44,34,31,22,62,16
Indonesia,Jawa Timur,Jombang,50,112049,20524,20616,381,41,22,46,36,8,18,18,27,12,7,49,36,7,9,9,8,34,25,33,27,24,19,40,7
Indonesia,Jawa Timur,Jombang,75,112049,10595,8379,381,38,19,45,21,6,8,13,19,7,5,34,24,4,4,3,3,17,12,16,16,15,12,18,3
Indonesia,Jawa Timur,Kediri,0,152301,152301,152301,1045,74,35,43,225,54,117,112,183,171,35,138,170,344,567,443,294,637,436,323,211,284,181,560,181
Indonesia,Jawa Timur,Kediri,10,152301,87819,73658,1045,74,35,42,224,54,116,110,181,171,34,135,140,122,275,280,226,356,209,181,134,168,112,283,112
Indonesia,Jawa Timur,Kediri,15,152301,81010,63667,1045,73,35,42,224,54,116,110,181,171,34,135,139,121,268,276,225,347,206,180,131,164,108,276,107
Indonesia,Jawa Timur,Kediri,20,152301,77945,62579,1045,72,35,42,224,54,116,110,181,171,34,135,138,117,259,269,220,330,191,174,127,159,107,265,103
Indonesia,Jawa Timur,Kediri,25,152301,71777,59975,1045,72,35,42,223,53,116,110,180,171,34,135,138,114,253,263,218,317,187,172,124,155,104,256,101
Indonesia,Jawa Timur,Kediri,30,152301,65141,54705,1045,72,35,42,223,53,116,110,180,171,34,135,137,112,243,258,213,307,182,168,117,149,99,245,96
Indonesia,Jawa Timur,Kediri,50,152301,48267,35130,1045,71,34,41,221,50,116,108,171,166,34,132,134,101,202,215,175,230,149,149,92,128,86,203,70
Indonesia,Jawa Timur,Kediri,75,152301,26511,16626,1045,67,32,40,212,47,105,98,134,140,30,118,116,59,142,105,95,112,81,99,54,67,55,101,32
Indonesia,Jawa Timur,Kota Blitar,0,3337,3337,3337,18,2,1,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
Indonesia,Jawa Timur,Kota Blitar,10,3337,1370,724,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,15,3337,1110,545,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,20,3337,1029,528,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,25,3337,922,493,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,30,3337,805,409,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,50,3337,536,162,18,1,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Indonesia,Jawa Timur,Kota Blitar,75,3337,256,23,18,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Indonesia,Jawa Timur,Kota Kediri,0,6917,6917,6917,85,1,0,0,3,1,1,0,0,1,2,2,1,0,0,0,0,4,4,1,1,2,4,3,0
Indonesia,Jawa Timur,Kota Kediri,10,6917,2365,1757,85,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,2,1,0,1,1,3,2,0
Indonesia,Jawa Timur,Kota Kediri,15,6917,1803,1392,85,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,2,1,0,1,1,3,2,0
Indonesia,Jawa Timur,Kota Kediri,20,6917,1704,1349,85,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,2,1,0,1,1,3,2,0
Indonesia,Jawa Timur,Kota Kediri,25,6917,1408,1246,85,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,2,1,0,1,1,3,2,0
Indonesia,Jawa Timur,Kota Kediri,30,6917,1153,1067,85,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,0
Indonesia,Jawa Timur,Kota Kediri,50,6917,679,515,85,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,2,1,0
Indonesia,Jawa Timur,Kota Kediri,75,6917,243,148,85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,0,3458,3458,3458,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,10,3458,1145,301,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,15,3458,768,210,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,20,3458,719,201,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,25,3458,607,185,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,30,3458,488,147,13,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,50,3458,295,60,13,5,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Madiun,75,3458,119,5,13,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Malang,0,10995,10995,10995,90,9,6,1,3,1,1,1,1,2,0,5,6,2,4,4,0,9,3,1,6,2,3,4,3
Indonesia,Jawa Timur,Kota Malang,10,10995,4338,3751,90,9,6,1,2,1,1,1,1,2,0,5,4,1,1,2,0,3,2,0,2,1,2,3,3
Indonesia,Jawa Timur,Kota Malang,15,10995,3268,3388,90,9,6,1,2,1,1,1,1,2,0,5,4,1,1,2,0,3,2,0,2,1,2,2,3
Indonesia,Jawa Timur,Kota Malang,20,10995,3119,3336,90,9,6,1,2,1,1,1,1,2,0,5,4,1,1,2,0,3,2,0,2,1,2,2,3
Indonesia,Jawa Timur,Kota Malang,25,10995,2682,3217,90,9,6,1,2,1,1,1,1,2,0,5,4,1,1,2,0,3,2,0,2,1,2,2,2
Indonesia,Jawa Timur,Kota Malang,30,10995,2508,2963,90,9,5,1,2,1,1,1,1,2,0,5,4,1,1,2,0,2,2,0,1,1,2,2,2
Indonesia,Jawa Timur,Kota Malang,50,10995,1719,1807,90,9,5,1,2,1,1,1,1,2,0,5,4,0,1,0,0,2,1,0,1,0,1,1,1
Indonesia,Jawa Timur,Kota Malang,75,10995,501,462,90,7,5,0,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,0,2019,2019,2019,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,10,2019,383,321,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,15,2019,254,246,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,20,2019,237,239,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,25,2019,178,223,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,30,2019,156,177,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,50,2019,83,75,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Mojokerto,75,2019,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,0,3854,3854,3854,39,1,2,0,3,0,1,0,0,0,0,0,9,2,6,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,10,3854,1471,1417,39,1,2,0,3,0,1,0,0,0,0,0,4,1,4,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,15,3854,1241,1154,39,1,2,0,3,0,1,0,0,0,0,0,2,1,4,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,20,3854,1106,1119,39,1,2,0,3,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,25,3854,940,903,39,1,2,0,3,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,30,3854,867,823,39,1,2,0,3,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,50,3854,582,398,39,1,2,0,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Pasuruan,75,3854,189,75,39,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,0,5391,5391,5391,27,1,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,10,5391,2389,1740,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,15,5391,2165,1534,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,20,5391,2077,1512,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,25,5391,1919,1412,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,30,5391,1766,1217,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,50,5391,1221,462,27,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Kota Probolinggo,75,5391,588,63,27,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Timur,Lamongan,0,175082,175082,175082,322,31,23,3,60,22,76,50,83,39,19,142,79,69,156,214,83,152,110,99,123,40,25,152,213
Indonesia,Jawa Timur,Lamongan,10,175082,34421,35076,322,30,23,3,59,20,72,49,82,39,19,140,70,34,84,135,49,72,61,47,66,23,16,58,108
Indonesia,Jawa Timur,Lamongan,15,175082,29342,26997,322,30,23,3,59,20,72,49,82,39,19,139,69,34,82,132,48,68,58,44,64,22,15,53,101
Indonesia,Jawa Timur,Lamongan,20,175082,27564,25860,322,30,23,3,59,19,72,49,82,39,19,139,68,33,79,127,48,65,56,43,63,22,15,48,94
Indonesia,Jawa Timur,Lamongan,25,175082,23727,22028,322,30,23,3,59,18,72,49,81,39,19,139,68,31,72,122,45,55,52,39,59,18,14,38,83
Indonesia,Jawa Timur,Lamongan,30,175082,19939,19876,322,30,23,3,58,18,71,48,81,37,19,138,67,30,70,118,44,50,49,36,57,17,13,34,74
Indonesia,Jawa Timur,Lamongan,50,175082,12290,9373,322,30,21,3,51,15,66,45,75,36,18,128,59,21,49,85,29,29,30,24,35,9,7,13,42
Indonesia,Jawa Timur,Lamongan,75,175082,5090,1898,322,24,15,3,29,7,36,28,48,19,11,77,35,8,16,31,13,5,8,8,15,3,1,5,13
Indonesia,Jawa Timur,Lumajang,0,181041,181041,181041,1810,144,118,99,166,46,83,107,267,119,58,132,121,108,226,170,254,400,300,673,359,371,357,576,534
Indonesia,Jawa Timur,Lumajang,10,181041,131808,140120,1810,144,117,99,165,46,83,107,266,118,58,132,109,78,208,157,232,234,164,431,266,216,259,376,330
Indonesia,Jawa Timur,Lumajang,15,181041,128289,134448,1810,144,117,99,165,46,83,107,266,118,58,132,108,77,208,156,231,228,160,425,263,210,257,369,323
Indonesia,Jawa Timur,Lumajang,20,181041,126319,133675,1810,144,117,99,165,46,82,107,266,118,58,132,107,76,206,156,229,224,154,417,260,204,254,364,318
